X,Y,objectid,wri_id,mill_name_,group_name,latitude,longitude,iso,certificat,company_na,globalid
101.65529999966347,2.650299999660219,2320,WRI_1370,Unknown,Unknown,2.6503,101.6553,MYS,None,Unknown,{97C223DA-26AE-4A00-AE92-24B625E8464C}
99.963400000320476,1.48760000007731,2321,WRI_1372,Unknown,Unknown,1.4876,99.9634,IDN,None,Unknown,{9E5EFAC2-0641-4FC2-B477-4FDB99C4CF51}
-83.003199999890001,8.629500000289791,2322,WRI_1376,Unknown,Unknown,8.6295,-83.0032,CRI,None,Unknown,{E58196AE-621A-48B8-994E-DA665ABB36D6}
103.656400000324439,2.368199999569658,2323,WRI_1377,Unknown,Unknown,2.3682,103.6564,MYS,None,Unknown,{40FA6A88-8B1E-4EC8-983D-993015FE84C4}
103.535099999724594,2.721300000118428,2324,WRI_1378,Unknown,Unknown,2.7213,103.5351,MYS,None,Unknown,{97486BAE-68DA-4F17-987C-915232A43FAE}
100.668899999829534,4.244899999887767,2325,WRI_138,PGEO Edible Oils Sdn Bhd (Luut Division),Unknown,4.2449,100.6689,MYS,None,Unknown,{C83A097D-3860-4AB9-B1E4-099D040CDC9F}
102.836399999879632,2.615999999979874,2326,WRI_1380,Unknown,Unknown,2.616,102.8364,MYS,None,Unknown,{0939350F-BE39-4465-90D1-8EA93D95D7CC}
100.57880000001343,0.725899999984875,2327,WRI_1381,Unknown,Unknown,0.7259,100.5788,IDN,None,Unknown,{0F3F2F3D-6C35-416E-979D-924D1E503453}
101.109700000353484,0.643999999858975,2328,WRI_1382,Unknown,Unknown,0.644,101.1097,IDN,None,Unknown,{3A6FF581-AF4E-4EAD-9A15-CC8891D5774C}
100.750900000323171,0.578800000249753,2329,WRI_1383,Unknown,Unknown,0.5788,100.7509,IDN,None,Unknown,{272A3391-1099-4CC7-91CE-2E324E406612}
102.242400000159947,-3.644399999984106,2330,WRI_1384,Unknown,Unknown,-3.6444,102.2424,IDN,None,Unknown,{747DF341-D7EE-458E-9E34-33C4853018A5}
101.016200000256191,4.449600000108711,2331,WRI_1391,Unknown,Unknown,4.4496,101.0162,MYS,None,Unknown,{F77281E6-FF12-40EB-827C-EC317CD1BB35}
103.376300000065697,1.767199999729934,2332,WRI_1394,Unknown,Unknown,1.7672,103.3763,MYS,None,Unknown,{61DE5985-B278-41A7-8E62-26940BD19A02}
103.058600000290483,3.087500000370597,2333,WRI_1397,Unknown,Unknown,3.0875,103.0586,MYS,None,Unknown,{B5C02C21-1BAA-4C8B-BCA7-BBC514CD404F}
113.040800000320885,3.180899999850287,2334,WRI_140,Lavang Palm Oil Mill,Unknown,3.1809,113.0408,MYS,RSPO Certified,Unknown,{B9034B4D-99DC-4F0E-B8AC-B45223DC6B25}
102.857999999869449,2.990499999717882,2335,WRI_1402,Unknown,Unknown,2.9905,102.858,MYS,None,Unknown,{0FA56FCE-D4F5-4F8A-9EFD-2EF5176A653C}
100.694999999742336,4.648000000242558,2336,WRI_1407,Unknown,Unknown,4.648,100.695,MYS,None,Unknown,{AFA0C939-107B-4EC5-8553-6D5A1FCB6101}
100.630199999772941,5.582299999933088,2337,WRI_1409,Unknown,Unknown,5.5823,100.6302,MYS,None,Unknown,{91D031B8-D09A-4B05-92C8-FB0FCC9E5F59}
102.40649999980802,3.634000000248827,2338,WRI_141,Kerdau Palm Oil Mill,Unknown,3.634,102.4065,MYS,None,Unknown,{0CF98EB5-14B2-4C4A-924B-EEE8F9F0EDF7}
103.670999999735315,2.381200000173586,2339,WRI_1419,Unknown,Unknown,2.3812,103.671,MYS,None,Unknown,{D88FAD2D-37DA-4FEA-BE7B-183308A36638}
101.365800000423917,3.372400000266829,2340,WRI_142,Tennamaram Palm Oil Mill,Unknown,3.3724,101.3658,MYS,None,Unknown,{F1ECF38C-A018-4E99-B411-36351C5C6471}
101.088700000413283,4.817999999600864,2341,WRI_1421,Unknown,Unknown,4.818,101.0887,MYS,None,Unknown,{3841E8C7-4F05-4A54-A239-95044FD87B12}
100.937800000060292,3.894499999719126,2342,WRI_1422,Unknown,Unknown,3.8945,100.9378,MYS,None,Unknown,{AC028481-9C86-47A7-919F-279DE97832C9}
117.050000000425143,6.714399999592032,2343,WRI_1423,Unknown,Unknown,6.7144,117.05,MYS,None,Unknown,{A00ABD1B-8D4F-48FF-8A89-B80D99671059}
102.399399999669967,2.805300000388441,2344,WRI_1426,Unknown,Unknown,2.8053,102.3994,MYS,None,Unknown,{D492DBE5-4BD2-4120-87F2-63EFA7E19A7A}
114.001199999801102,4.282800000030334,2345,WRI_1427,Unknown,Unknown,4.2828,114.0012,MYS,None,Unknown,{85C6C662-4F2A-4592-9618-E547C8ABB70B}
102.413399999929553,2.594600000141649,2346,WRI_1432,Unknown,Unknown,2.5946,102.4134,MYS,None,Unknown,{1D41E52F-4FF1-462F-A05F-D042C8A4F4DD}
101.811299999989089,3.910300000155849,2347,WRI_1433,Unknown,Unknown,3.9103,101.8113,MYS,None,Unknown,{A49B001A-A368-4998-B153-326CB3C654C1}
