datetime,timestamp,location,latitude,longitude,request_status,precipIntensityMax_mmhr,precipIntensitySum_mm,temperatureMax_C,temperatureMin_C,temperatureMean_C,humidityMean,no_daily,no_hourly,uvIndex,
2014-06-28 17:00:00+08:00,1403946000,Sambas,1.352003,109.477756,200,,0,32.88,25.98,29.294,0.722,,,2.99,
2014-06-29 17:00:00+08:00,1404032400,Sambas,1.352003,109.477756,200,,0,33.19,24.36,29.33,0.73,,,1.32,
2014-06-30 17:00:00+08:00,1404118800,Sambas,1.352003,109.477756,200,,0,34.28,26.37,30.756,0.664,,,2.87,
2014-07-01 17:00:00+08:00,1404205200,Sambas,1.352003,109.477756,200,,0,32.58,24.77,29.592,0.7725,,,2.22,
2014-07-02 17:00:00+08:00,1404291600,Sambas,1.352003,109.477756,200,,0,31.98,23.17,28.852,0.75,,,2.23,
2014-07-03 17:00:00+08:00,1404378000,Sambas,1.352003,109.477756,200,,0,33.78,25.17,30.174,0.702,,,5.12,
2014-07-04 17:00:00+08:00,1404464400,Sambas,1.352003,109.477756,200,,0,34.46,26.56,30.496,0.696,,,1.5,
2014-07-05 17:00:00+08:00,1404550800,Sambas,1.352003,109.477756,200,,0,34.98,25.58,30.82,0.708,,,2.74,
2014-07-06 17:00:00+08:00,1404637200,Sambas,1.352003,109.477756,200,,0,32.38,26.46,30.17,0.758,,,1.32,
2014-07-07 17:00:00+08:00,1404723600,Sambas,1.352003,109.477756,200,,0,34.07,25.17,29.336,0.748,,,3.24,
2014-07-08 17:00:00+08:00,1404810000,Sambas,1.352003,109.477756,200,,0,33.78,24.97,29.056,0.766,,,1.2,
2014-07-09 17:00:00+08:00,1404896400,Sambas,1.352003,109.477756,200,,0,33.78,24.97,30.512,0.708,,,7.72,
2014-07-10 17:00:00+08:00,1404982800,Sambas,1.352003,109.477756,200,,0,31.98,24.97,29.2825,0.77,,,1.32,
2014-07-11 17:00:00+08:00,1405069200,Sambas,1.352003,109.477756,200,,0,34.57,26.08,30.874,0.664,,,3.96,
2014-07-12 17:00:00+08:00,1405155600,Sambas,1.352003,109.477756,200,,0,34.57,25.37,29.925,0.745,,,2.09,
2014-07-13 17:00:00+08:00,1405242000,Sambas,1.352003,109.477756,200,,0,33.19,25.17,29.44333333,0.72,,,1.97,
2014-07-14 17:00:00+08:00,1405328400,Sambas,1.352003,109.477756,200,,0,33.96,25.86,30.526,0.672,,,0.72,
2014-07-15 17:00:00+08:00,1405414800,Sambas,1.352003,109.477756,200,,0,34.46,24.77,30.714,0.634,,,2.74,
2014-07-16 17:00:00+08:00,1405501200,Sambas,1.352003,109.477756,200,,0,34.79,25.86,30.938,0.666,,,7.59,
2014-07-17 17:00:00+08:00,1405587600,Sambas,1.352003,109.477756,200,,0,33.96,25.28,30.558,0.664,,,3.97,
2014-07-18 17:00:00+08:00,1405674000,Sambas,1.352003,109.477756,200,,0,34.68,25.08,30.6,0.658,,,4.82,
2014-07-19 17:00:00+08:00,1405760400,Sambas,1.352003,109.477756,200,,0,34.17,22.58,30.236,0.67,,,4.57,
2014-07-20 17:00:00+08:00,1405846800,Sambas,1.352003,109.477756,200,,0,34.17,24.58,30.314,0.712,,,4.81,
2014-07-21 17:00:00+08:00,1405933200,Sambas,1.352003,109.477756,200,,0,28.78,26.17,27.475,0.86,,,0.37,
2014-07-22 17:00:00+08:00,1406019600,Sambas,1.352003,109.477756,200,,0,35.39,26.56,31.556,0.608,,,3.97,
2014-07-23 17:00:00+08:00,1406106000,Sambas,1.352003,109.477756,200,,0,33.47,26.08,30.236,0.698,,,0.6,
2014-07-24 17:00:00+08:00,1406192400,Sambas,1.352003,109.477756,200,,0,34.79,25.47,30.698,0.644,,,3.12,
2014-07-25 17:00:00+08:00,1406278800,Sambas,1.352003,109.477756,200,,0,34.98,25.17,30.814,0.684,,,7.62,
2014-07-26 17:00:00+08:00,1406365200,Sambas,1.352003,109.477756,200,,0,35.39,25.47,31.06,0.662,,,3.62,
